date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:34	559236/559236	---MCZ	200	added ('OK')	text/html	etag:W/%22dded6f29f4612cadd17c855494521a83%22	https://palcacer.wixsite.com/palcacer/en	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en.html	(from https://palcacer.wixsite.com/palcacer)
15:11:40	580819/580819	---MCZ	200	added ('OK')	text/html	etag:W/%22e7655625a2792f3b5002d99026a36bb2%22	https://palcacer.wixsite.com/palcacer/it	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it.html	(from https://palcacer.wixsite.com/palcacer)
15:11:44	1024/1024	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Jan%202026%2021:26:51%20GMT	https://static.wixstatic.com/media/11062b_5a5073410c4a464c8b2c31b44c8d7083~mv2.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_5a5073410c4a464c8b2c31b44c8d7083~mv2.png	/home/palcacer/websites/pedroalcacer.com/static.wixstatic.com/media/11062b_5a5073410c4a464c8b2c31b44c8d7083_mv2.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_5a5073410c4a464c8b2c31b44c8d7083_mv2.png	(from https://palcacer.wixsite.com/palcacer)
15:11:44	558887/558887	---MCZ	200	added ('OK')	text/html	etag:W/%2250037597347502589795473e8e174b4c%22	https://palcacer.wixsite.com/palcacer/ca	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca.html	(from https://palcacer.wixsite.com/palcacer)
15:11:44	558901/558901	---MCZ	200	added ('OK')	text/html	etag:W/%22e1598877d444877b8854841a842744a8%22	https://palcacer.wixsite.com/palcacer/fr	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr.html	(from https://palcacer.wixsite.com/palcacer)
15:11:45	1086/1086	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Jan%202026%2021:26:52%20GMT	https://static.wixstatic.com/media/4057345bcf57474b96976284050c00df.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/4057345bcf57474b96976284050c00df.png	/home/palcacer/websites/pedroalcacer.com/static.wixstatic.com/media/4057345bcf57474b96976284050c00df.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/4057345bcf57474b96976284050c00df.png	(from https://palcacer.wixsite.com/palcacer)
15:11:46	877/877	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Jan%202026%2021:26:53%20GMT	https://static.wixstatic.com/media/78aa2057f0cb42fbbaffcbc36280a64a.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/78aa2057f0cb42fbbaffcbc36280a64a.png	/home/palcacer/websites/pedroalcacer.com/static.wixstatic.com/media/78aa2057f0cb42fbbaffcbc36280a64a.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/78aa2057f0cb42fbbaffcbc36280a64a.png	(from https://palcacer.wixsite.com/palcacer)
15:11:47	1095/1095	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Jan%202026%2021:26:54%20GMT	https://static.wixstatic.com/media/e1aa082f7c0747168d9cf43e77046142.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/e1aa082f7c0747168d9cf43e77046142.png	/home/palcacer/websites/pedroalcacer.com/static.wixstatic.com/media/e1aa082f7c0747168d9cf43e77046142.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/e1aa082f7c0747168d9cf43e77046142.png	(from https://palcacer.wixsite.com/palcacer)
15:11:48	1091/1091	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Jan%202026%2021:26:55%20GMT	https://static.wixstatic.com/media/aa0402eb9ba2430d9d0620b59556efca.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/aa0402eb9ba2430d9d0620b59556efca.png	/home/palcacer/websites/pedroalcacer.com/static.wixstatic.com/media/aa0402eb9ba2430d9d0620b59556efca.png/v1/fill/w_26,h_26,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/aa0402eb9ba2430d9d0620b59556efca.png	(from https://palcacer.wixsite.com/palcacer)
15:11:49	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:11:49%20GMT	https://palcacer.wixsite.com/palcacer/discs	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/discs.11.delayed	(from https://palcacer.wixsite.com/palcacer)
15:11:52	543830/543830	---MCZ	200	added ('OK')	text/html	etag:W/%224edead1055057f18c296ad720f4a0aae%22	https://palcacer.wixsite.com/palcacer/en/discs	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/discs.html	(from https://palcacer.wixsite.com/palcacer)
15:11:52	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:11:52%20GMT	https://palcacer.wixsite.com/palcacer/biography	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/biography.13.delayed	(from https://palcacer.wixsite.com/palcacer)
15:11:54	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:11:54%20GMT	https://palcacer.wixsite.com/palcacer/instruments	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/instruments.15.delayed	(from https://palcacer.wixsite.com/palcacer)
15:11:55	746825/746825	---MCZ	200	added ('OK')	text/html	etag:W/%22e71f018d8419ed17062f049b7e735f7f%22	https://palcacer.wixsite.com/palcacer/en/biography	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/biography.html	(from https://palcacer.wixsite.com/palcacer)
15:11:56	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:11:56%20GMT	https://palcacer.wixsite.com/palcacer/media	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/media.17.delayed	(from https://palcacer.wixsite.com/palcacer)
15:11:58	546418/546418	---MCZ	200	added ('OK')	text/html	etag:W/%2223afb950f583582724ff1eebcbc57fc9%22	https://palcacer.wixsite.com/palcacer/en/instruments	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/instruments.html	(from https://palcacer.wixsite.com/palcacer)
15:11:58	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:11:58%20GMT	https://palcacer.wixsite.com/palcacer/programas	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/programas.19.delayed	(from https://palcacer.wixsite.com/palcacer)
15:11:59	589575/589575	---MCZ	200	added ('OK')	text/html	etag:W/%229d25a582764541db73290b2828a0ce6c%22	https://palcacer.wixsite.com/palcacer/en/media	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/media.html	(from https://palcacer.wixsite.com/palcacer)
15:12:01	570211/570211	---MCZ	200	added ('OK')	text/html	etag:W/%2286dc922b84fd184273c2abe59b0d4870%22	https://palcacer.wixsite.com/palcacer/en/programas	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/programas.html	(from https://palcacer.wixsite.com/palcacer)
15:12:01	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:00%20GMT	https://palcacer.wixsite.com/palcacer/solo	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/solo.1b.delayed	(from https://palcacer.wixsite.com/palcacer)
15:12:04	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:04%20GMT	https://palcacer.wixsite.com/palcacer/ensemble	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ensemble.1d.delayed	(from https://palcacer.wixsite.com/palcacer)
15:12:09	583609/583609	---MCZ	200	added ('OK')	text/html	etag:W/%22e2ca82984786e2dc15ccb06475d413a2%22	https://palcacer.wixsite.com/palcacer/en/solo	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/solo.html	(from https://palcacer.wixsite.com/palcacer)
15:12:27	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:23%20GMT	https://palcacer.wixsite.com/palcacer/contact	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/contact.1f.delayed	(from https://palcacer.wixsite.com/palcacer)
15:12:44	548967/548967	---MCZ	200	added ('OK')	text/html	etag:W/%228db4d4f59aea2107795015c3c41a6519%22	https://palcacer.wixsite.com/palcacer/en/contact	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/contact.html	(from https://palcacer.wixsite.com/palcacer)
15:12:45	65737/65737	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Jan%202026%2021:27:12%20GMT	https://static.wixstatic.com/media/f7ad3b_4199c5d26bd542da843a15bfd2ee8ec3~mv2.jpg/v1/fill/w_982,h_656,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/DSC_9468.jpg	/home/palcacer/websites/pedroalcacer.com/static.wixstatic.com/media/f7ad3b_4199c5d26bd542da843a15bfd2ee8ec3_mv2.jpg/v1/fill/w_982,h_656,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/DSC_9468.jpg	(from https://palcacer.wixsite.com/palcacer)
15:12:46	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	/home/palcacer/websites/pedroalcacer.com/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:46	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	/home/palcacer/websites/pedroalcacer.com/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:47	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:46%20GMT	https://palcacer.wixsite.com/api/	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/api/index.html	(from https://palcacer.wixsite.com/palcacer)
15:12:47	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:46%20GMT	https://palcacer.wixsite.com/envelope/	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/envelope/index.html	(from https://palcacer.wixsite.com/palcacer)
15:12:47	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:47%20GMT	https://palcacer.wixsite.com/sitemap.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/sitemap.24.delayed	(from https://palcacer.wixsite.com/palcacer)
15:12:48	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:48%20GMT	https://palcacer.wixsite.com/feed.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/feed.25.delayed	(from https://palcacer.wixsite.com/palcacer)
15:12:50	138829/138829	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c686a13378e49099d6efa73bdbf5b731%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.64373f6f.bundle.min.js	/home/palcacer/websites/pedroalcacer.com/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.64373f6f.bundle.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:51	222829/222829	---M-Z	200	added ('OK')	application/javascript	etag:W/%221640033035584b4926e99fd76f708ad2%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.8c7c5892.bundle.min.js	/home/palcacer/websites/pedroalcacer.com/static.parastorage.com/services/wix-thunderbolt/dist/main.8c7c5892.bundle.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:51	154/154	---M-Z	200	added ('OK')	application/javascript	etag:W/%22530e638aadaca11cc55439f7bbf92094%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.f600e767.bundle.min.js	/home/palcacer/websites/pedroalcacer.com/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.f600e767.bundle.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:53	73015/73015	---MCZ	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	/home/palcacer/websites/pedroalcacer.com/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:54	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	/home/palcacer/websites/pedroalcacer.com/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:56	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	/home/palcacer/websites/pedroalcacer.com/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:57	5943/5943	---MCZ	200	added ('OK')	application/javascript	etag:W/%2221e9a29e51150f50906a91843a15e1e8%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	/home/palcacer/websites/pedroalcacer.com/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://palcacer.wixsite.com/palcacer)
15:12:57	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:57%20GMT	https://palcacer.wixsite.com/decodeURIComponent(e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/decodeURIComponent(e.2d.delayed	(from https://palcacer.wixsite.com/palcacer)
15:12:59	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%22df644f83788d1f4c908f19099724035e%22	https://static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	/home/palcacer/websites/pedroalcacer.com/static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	(from https://palcacer.wixsite.com/palcacer)
15:12:59	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:12:59%20GMT	https://palcacer.wixsite.com/palcacer/t	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/t.2f.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:00	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:13:00%20GMT	https://palcacer.wixsite.com/palcacer/en/t	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/t.30.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:02	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:13:01%20GMT	https://palcacer.wixsite.com/palcacer/e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/e.31.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:02	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:13:02%20GMT	https://palcacer.wixsite.com/palcacer/en/e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/e.32.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:04	543707/543707	---MCZ	200	added ('OK')	text/html	etag:W/%227aebf6114e4c2f0518759c788c9fefcc%22	https://palcacer.wixsite.com/palcacer/ca/discs	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/discs.html	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:51	546005/546005	---MCZ	200	added ('OK')	text/html	etag:W/%22e6b6767480e621302e9bc3483b48017d%22	https://palcacer.wixsite.com/palcacer/ca/instruments	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/instruments.html	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:52	722543/722543	---MCZ	200	added ('OK')	text/html	etag:W/%226fd73cfac218055512ac6b17b64dbeef%22	https://palcacer.wixsite.com/palcacer/ca/biography	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/biography.html	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:52	592241/592241	---MCZ	200	added ('OK')	text/html	etag:W/%224e6511152f71c5d7232fc675a25e60ab%22	https://palcacer.wixsite.com/palcacer/en/ensemble	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/ensemble.html	(from https://palcacer.wixsite.com/palcacer)
15:13:52	589793/589793	---MCZ	200	added ('OK')	text/html	etag:W/%224f78991eff5d34bd5f90c26639c6bd03%22	https://palcacer.wixsite.com/palcacer/ca/media	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/media.html	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:54	591507/591507	---MCZ	200	added ('OK')	text/html	etag:W/%22c09653119dc3b3972008c103499cfe6f%22	https://palcacer.wixsite.com/palcacer/ca/programas	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/programas.html	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:55	605962/605962	---MCZ	200	added ('OK')	text/html	etag:W/%2273a6ebea27ae16842f3a1c0a0063cdf4%22	https://palcacer.wixsite.com/palcacer/ca/solo	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/solo.html	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:55	549094/549094	---MCZ	200	added ('OK')	text/html	etag:W/%225e3bca95f79d5a55487f64d07662b7a0%22	https://palcacer.wixsite.com/palcacer/ca/contact	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/contact.html	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:56	614514/614514	---MCZ	200	added ('OK')	text/html	etag:W/%22d353309f2381c0590e9673980b72ca27%22	https://palcacer.wixsite.com/palcacer/ca/ensemble	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/ensemble.html	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:57	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:13:56%20GMT	https://palcacer.wixsite.com/palcacer/robots.txt	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/robots.3b.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:57	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Jan%202026%2014:13:57%20GMT	https://palcacer.wixsite.com/palcacer/en/robots.txt	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/robots.3c.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:58	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:13:58%20GMT	https://palcacer.wixsite.com/palcacer/sitemap.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/sitemap.3d.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:13:59	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:13:59%20GMT	https://palcacer.wixsite.com/palcacer/en/sitemap.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/sitemap.3e.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:14:00	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:14:00%20GMT	https://palcacer.wixsite.com/palcacer/feed.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/feed.3f.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:14:01	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:14:01%20GMT	https://palcacer.wixsite.com/palcacer/en/feed.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/feed.40.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:14:02	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Jan%202026%2014:14:02%20GMT	https://palcacer.wixsite.com/palcacer/decodeURIComponent(e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/decodeURIComponent(e.41.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:14:03	2509/2509	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Jan%202026%2014:14:03%20GMT	https://palcacer.wixsite.com/palcacer/en/decodeURIComponent%28e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/en/decodeURIComponent(e.42.delayed	(from https://palcacer.wixsite.com/palcacer/ca)
15:14:14	566120/566120	---MCZ	200	added ('OK')	text/html	etag:W/%222d883a56d1fe635e8c4cecd70840ed15%22	https://palcacer.wixsite.com/palcacer/de/discs	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/discs.html	(from https://palcacer.wixsite.com/palcacer/de)
15:14:18	568413/568413	---MCZ	200	added ('OK')	text/html	etag:W/%22654c10398f88f2a0752efd293fa0f8a8%22	https://palcacer.wixsite.com/palcacer/de/instruments	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/instruments.html	(from https://palcacer.wixsite.com/palcacer/de)
15:14:21	721597/721597	---MCZ	200	added ('OK')	text/html	etag:W/%22bb94f7ce07db19ed004b634b33c19623%22	https://palcacer.wixsite.com/palcacer/de/biography	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/biography.html	(from https://palcacer.wixsite.com/palcacer/de)
15:14:23	592417/592417	---MCZ	200	added ('OK')	text/html	etag:W/%2201bfe8611ac00d95464ff686b5af0b09%22	https://palcacer.wixsite.com/palcacer/de/programas	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/programas.html	(from https://palcacer.wixsite.com/palcacer/de)
15:14:28	605232/605232	---MCZ	200	added ('OK')	text/html	etag:W/%225f9bb770d6ada711634188c2b5c76dcc%22	https://palcacer.wixsite.com/palcacer/de/solo	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/solo.html	(from https://palcacer.wixsite.com/palcacer/de)
15:14:30	549085/549085	---MCZ	200	added ('OK')	text/html	etag:W/%2213e3f307f0d45f932919a8d1e8ac1597%22	https://palcacer.wixsite.com/palcacer/de/contact	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/contact.html	(from https://palcacer.wixsite.com/palcacer/de)
15:15:09	592541/592541	---MCZ	200	added ('OK')	text/html	etag:W/%22a5c267af2d5d813e2fcbae94863e7378%22	https://palcacer.wixsite.com/palcacer/de/ensemble	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/ensemble.html	(from https://palcacer.wixsite.com/palcacer/de)
15:15:13	722667/722667	---MCZ	200	added ('OK')	text/html	etag:W/%22b517d1879cb6d022846b184777b8103a%22	https://palcacer.wixsite.com/palcacer/fr/biography	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/biography.html	(from https://palcacer.wixsite.com/palcacer/fr)
15:15:14	565977/565977	---MCZ	200	added ('OK')	text/html	etag:W/%222dc5d54a2a1475a00ea9beb35164c430%22	https://palcacer.wixsite.com/palcacer/fr/discs	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/discs.html	(from https://palcacer.wixsite.com/palcacer/fr)
15:15:17	589111/589111	---MCZ	200	added ('OK')	text/html	etag:W/%228ad457fee146b16e6282e77ba0b85bca%22	https://palcacer.wixsite.com/palcacer/de/media	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/media.html	(from https://palcacer.wixsite.com/palcacer/de)
